IQ,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Prev_Sem_Result_%
128,3,No,8,3,1,Not Placed,85.2
80,4,No,5,7,5,Not Placed,96.4
129,9,Yes,3,7,0,Not Placed,84.3
111,4,No,0,9,2,Placed,84.1
106,7,Yes,1,10,5,Not Placed,61.2
85,9,No,6,9,2,Not Placed,76.8
108,4,No,2,7,5,Not Placed,78.1
89,9,Yes,1,3,1,Not Placed,85
118,7,Yes,5,3,1,Not Placed,99.8
85,4,Yes,3,5,5,Not Placed,51.7
98,3,No,0,9,0,Not Placed,53.3
91,6,Yes,8,1,0,Not Placed,53.9
85,3,No,8,1,1,Not Placed,87.1
111,7,No,10,9,5,Placed,56.8
108,1,Yes,4,7,3,Not Placed,81.1
118,7,No,7,4,1,Not Placed,66.2
73,3,Yes,5,1,0,Not Placed,72.9
115,9,No,6,6,1,Not Placed,60.8
137,6,Yes,5,9,0,Placed,93.3
93,7,No,6,6,4,Not Placed,79.3
128,9,No,2,5,3,Placed,97.2
96,6,No,10,1,5,Not Placed,78.7
79,10,No,2,9,0,Not Placed,56.2
95,2,Yes,9,9,5,Not Placed,58.5
115,6,No,2,1,2,Placed,99.5
87,6,No,9,4,2,Not Placed,86.3
90,2,Yes,5,1,5,Not Placed,52.5
108,7,No,0,10,3,Placed,85.2
100,9,No,8,4,3,Not Placed,70.6
108,10,No,8,7,2,Not Placed,65.4
103,4,No,3,8,5,Not Placed,57.7
107,5,Yes,1,3,5,Not Placed,92
93,6,Yes,6,3,5,Not Placed,53.2
103,1,No,6,10,5,Not Placed,64.5
86,8,Yes,5,5,5,Not Placed,65.3
119,9,No,7,6,4,Not Placed,58
90,1,No,2,3,4,Not Placed,75.4
116,4,No,1,6,0,Not Placed,50.6
96,6,No,9,10,3,Not Placed,65
103,10,Yes,0,7,2,Not Placed,96.7
92,1,No,2,6,5,Not Placed,65.5
84,3,Yes,7,6,5,Not Placed,68
73,7,No,7,2,3,Not Placed,73.7
84,8,No,6,4,2,Not Placed,78.1
95,8,No,1,1,2,Not Placed,90.4
103,5,No,2,10,0,Not Placed,59.5
115,1,Yes,6,5,3,Placed,93.6
93,1,No,10,10,4,Placed,87.9
86,8,Yes,7,3,3,Not Placed,86.1
78,5,No,8,3,2,Not Placed,54.3
107,9,No,5,4,4,Not Placed,51.1
120,1,Yes,9,9,2,Placed,79.7
118,2,Yes,2,6,3,Placed,93.2
110,4,Yes,8,10,2,Placed,79.2
109,10,No,4,8,5,Not Placed,60.7
125,7,No,3,5,1,Not Placed,54.5
104,4,No,8,6,4,Not Placed,85
109,8,No,9,3,5,Not Placed,86.1
95,7,Yes,1,7,0,Not Placed,58.6
79,5,No,9,9,1,Not Placed,51.4
89,7,No,3,9,5,Not Placed,70.4
99,8,Yes,5,7,2,Not Placed,79.1
100,3,No,10,3,3,Not Placed,85.3
128,3,No,5,5,2,Placed,90.5
101,2,No,10,10,0,Not Placed,80.5
117,4,No,9,9,3,Placed,55.5
93,4,No,4,9,4,Placed,84.1
95,4,No,9,3,4,Not Placed,99.2
80,2,Yes,6,5,2,Not Placed,95.3
88,7,Yes,4,1,1,Not Placed,93.6
107,10,No,5,7,3,Not Placed,65.1
100,3,Yes,0,2,5,Not Placed,87.5
114,10,No,7,10,1,Placed,92.6
102,1,No,4,10,2,Placed,83.9
94,2,No,4,6,5,Not Placed,62.5
132,5,No,9,10,5,Placed,97.7
98,9,No,5,6,3,Not Placed,72.5
117,4,Yes,5,7,4,Not Placed,56.5
93,6,No,7,3,4,Not Placed,55.5
110,3,Yes,3,8,2,Placed,82.4
113,9,No,3,5,3,Not Placed,71.9
103,2,No,2,10,5,Not Placed,54.7
64,8,No,8,4,2,Not Placed,87
100,3,Yes,7,9,4,Placed,90
118,8,No,4,9,5,Placed,86.3
107,3,No,10,2,5,Not Placed,60.1
106,4,Yes,7,1,0,Not Placed,84.5
74,8,No,5,3,1,Not Placed,50.5
89,10,No,4,10,2,Not Placed,65.3
106,4,No,8,8,5,Not Placed,69.9
106,9,No,8,4,0,Not Placed,91.8
118,9,No,10,5,4,Not Placed,69.5
97,6,No,7,5,2,Not Placed,50.6
106,1,No,9,2,4,Not Placed,67.6
100,9,No,2,1,4,Not Placed,74.9
85,9,Yes,8,8,2,Placed,97.5
66,7,Yes,5,10,0,Not Placed,97.1
106,9,No,8,5,2,Not Placed,59
102,8,No,0,2,5,Not Placed,59.3
90,9,No,0,7,4,Not Placed,58.2
75,9,Yes,5,2,3,Not Placed,89.4
109,7,Yes,3,6,4,Not Placed,50.3
96,6,No,4,9,5,Not Placed,56.4
108,2,Yes,4,4,2,Not Placed,76.9
127,7,Yes,2,5,0,Not Placed,62.4
67,1,No,8,1,4,Not Placed,54.6
89,6,No,0,1,0,Not Placed,68
96,6,No,5,9,5,Not Placed,63.7
121,7,No,1,5,0,Not Placed,75.6
75,2,No,1,3,1,Not Placed,99
129,4,Yes,8,2,5,Not Placed,56.2
102,2,No,9,10,0,Not Placed,68.6
98,4,Yes,1,7,4,Not Placed,96.6
97,3,No,8,4,4,Not Placed,93.8
93,2,No,7,3,2,Not Placed,69.7
115,2,Yes,6,2,2,Placed,84.9
83,3,No,7,10,0,Not Placed,54.4
105,10,Yes,8,10,5,Placed,85.6
94,4,Yes,9,4,5,Not Placed,98.6
88,7,No,8,9,3,Not Placed,76.9
138,4,No,2,10,5,Placed,74.9
106,7,Yes,9,7,5,Not Placed,59.4
109,4,No,0,1,4,Not Placed,81.7
117,3,Yes,7,3,0,Not Placed,79.5
78,8,No,9,5,5,Not Placed,82.6
126,3,No,3,7,2,Not Placed,51.3
62,8,Yes,4,5,4,Not Placed,77.4
88,2,Yes,10,9,1,Not Placed,79.7
93,3,Yes,5,7,5,Not Placed,60.4
108,4,No,5,1,2,Not Placed,60.4
103,3,No,6,6,5,Not Placed,63.8
97,6,No,9,2,1,Not Placed,85.6
99,9,No,2,6,4,Not Placed,80.3
85,10,No,1,3,3,Not Placed,92.3
77,8,No,8,2,0,Not Placed,64.8
110,4,No,1,3,0,Not Placed,95.6
110,2,No,8,10,3,Placed,87.2
123,10,Yes,9,4,0,Not Placed,69.8
88,1,Yes,3,1,5,Not Placed,54.8
110,4,No,10,4,5,Not Placed,62.8
95,5,No,0,6,0,Not Placed,97.8
117,2,Yes,2,5,1,Not Placed,65.5
115,3,No,9,5,0,Not Placed,66.5
103,4,Yes,1,9,1,Not Placed,59.5
94,3,Yes,3,9,0,Not Placed,90.3
114,8,Yes,1,9,5,Placed,63.8
109,2,No,9,7,0,Not Placed,66.5
89,9,Yes,5,10,2,Not Placed,70.7
80,6,Yes,10,9,3,Not Placed,71.7
95,1,Yes,9,8,2,Not Placed,70.6
122,8,Yes,0,8,0,Not Placed,75.2
117,10,Yes,4,5,1,Not Placed,90.7
83,6,Yes,8,9,0,Not Placed,91
82,4,No,0,8,4,Placed,89.9
119,6,No,3,7,4,Not Placed,55.1
82,2,No,1,8,4,Placed,90
107,1,No,10,9,4,Not Placed,56
90,6,Yes,1,7,0,Not Placed,56.2
124,8,Yes,4,9,4,Placed,97.4
88,5,No,1,8,3,Placed,91
117,8,Yes,4,2,0,Not Placed,77.6
102,3,No,0,3,2,Not Placed,93.7
103,6,No,4,6,0,Not Placed,99.5
70,1,No,2,6,1,Not Placed,80.5
66,3,No,1,7,3,Not Placed,80.6
96,4,No,10,2,0,Not Placed,87.7
103,5,Yes,3,1,2,Not Placed,61.6
83,3,Yes,0,5,1,Not Placed,58.4
83,8,Yes,2,2,5,Not Placed,88
108,5,No,10,9,1,Not Placed,67.2
108,7,No,0,3,2,Not Placed,56.8
97,5,Yes,7,2,5,Not Placed,65.7
111,8,No,4,7,2,Not Placed,67.9
82,1,Yes,0,6,2,Not Placed,98.3
94,3,No,1,8,2,Placed,84.9
124,3,No,8,9,4,Placed,76.5
101,10,No,6,3,3,Not Placed,98.4
101,10,No,2,8,2,Placed,95.2
134,3,No,0,4,4,Not Placed,75.6
79,6,No,1,2,0,Not Placed,95.3
111,9,No,6,4,1,Not Placed,70.2
124,6,Yes,7,4,0,Not Placed,61.5
95,5,Yes,4,8,0,Not Placed,61.6
112,1,No,3,10,5,Placed,83.1
85,2,No,9,8,4,Not Placed,75.1
89,1,Yes,3,7,4,Not Placed,82.9
105,6,Yes,4,4,2,Not Placed,84.3
111,3,Yes,6,2,2,Not Placed,51.1
116,5,Yes,6,1,4,Not Placed,52.7
123,6,Yes,3,2,3,Not Placed,76.6
98,5,No,0,2,5,Not Placed,59.6
117,3,Yes,4,3,5,Not Placed,81.6
94,2,No,6,10,2,Not Placed,77.6
113,2,No,3,5,5,Placed,79.3
103,2,No,6,1,0,Not Placed,65.1
106,10,Yes,7,5,2,Not Placed,82
106,4,No,1,7,2,Not Placed,91.5
75,4,Yes,1,1,3,Not Placed,99.9
83,3,No,4,4,4,Not Placed,91.9
101,8,Yes,2,2,3,Not Placed,77.9
74,4,No,3,8,2,Not Placed,59.7
112,8,No,0,2,3,Placed,84.1
113,3,No,10,1,5,Placed,96.9
104,2,Yes,3,2,2,Not Placed,60.6
83,8,No,10,10,3,Not Placed,62.8
120,6,No,3,4,1,Not Placed,57.5
130,2,No,3,5,1,Not Placed,86.8
102,7,Yes,2,2,2,Not Placed,70.3
107,10,No,1,4,3,Not Placed,53.1
103,7,Yes,3,7,2,Not Placed,93.7
107,4,No,7,5,3,Not Placed,77.9
98,8,Yes,2,8,4,Not Placed,66.6
99,3,No,5,10,3,Not Placed,67.2
113,9,No,1,9,3,Placed,64.5
135,5,No,0,1,2,Not Placed,72.8
78,3,Yes,6,1,3,Not Placed,66.9
98,9,No,5,3,2,Not Placed,77.4
82,2,Yes,9,8,2,Placed,88.7
123,2,No,3,1,0,Not Placed,83.7
91,3,No,6,10,2,Not Placed,64.7
78,9,Yes,5,2,3,Not Placed,76.4
109,10,No,1,1,1,Not Placed,92
126,3,Yes,3,1,4,Not Placed,53.4
109,5,No,8,9,3,Not Placed,53.9
103,9,No,7,10,5,Not Placed,77.8
106,10,No,5,1,3,Not Placed,82
121,6,Yes,0,4,3,Not Placed,60.6
86,6,Yes,6,7,0,Not Placed,87.3
98,1,No,0,5,1,Not Placed,82.3
93,2,No,7,10,3,Placed,96.2
82,9,Yes,2,5,5,Not Placed,58.4
95,8,Yes,8,7,2,Not Placed,87.6
116,2,No,4,6,1,Not Placed,54.2
108,5,No,5,6,1,Not Placed,78.3
109,5,Yes,3,8,3,Not Placed,77.6
102,6,No,5,10,2,Not Placed,69.4
107,4,No,8,9,1,Not Placed,92.2
87,9,Yes,6,2,4,Not Placed,50.2
95,5,No,1,10,2,Not Placed,76
102,4,No,10,4,1,Not Placed,60.9
104,9,No,5,10,1,Not Placed,87.2
104,2,No,10,9,2,Not Placed,52.2
97,2,Yes,10,10,0,Not Placed,91.6
94,3,No,8,1,2,Not Placed,91.9
147,10,No,7,10,4,Placed,91.6
113,4,No,10,8,0,Not Placed,57.6
106,10,No,0,1,3,Not Placed,81.5
96,9,No,4,4,0,Not Placed,50.7
93,5,Yes,5,9,4,Placed,92.4
98,2,Yes,8,4,4,Not Placed,86.1
104,3,No,3,5,4,Not Placed,76.6
71,8,No,0,9,1,Not Placed,86.5
76,6,No,5,8,0,Not Placed,54.7
90,5,Yes,8,1,4,Not Placed,76.4
103,4,Yes,5,3,5,Not Placed,64.6
96,4,No,6,4,0,Not Placed,98.6
122,8,Yes,9,3,5,Placed,92.9
77,6,No,3,9,0,Not Placed,86.7
88,5,Yes,1,6,3,Not Placed,96.7
122,5,No,2,3,5,Not Placed,67.3
101,6,No,10,8,3,Placed,95
113,3,No,0,9,3,Placed,66.3
130,7,No,1,10,5,Placed,86.6
89,1,No,6,4,1,Not Placed,86.8
98,5,No,8,5,1,Not Placed,50.9
95,6,No,8,3,3,Not Placed,68.1
70,2,No,8,5,4,Not Placed,51
95,2,Yes,10,2,2,Not Placed,99.9
113,9,No,0,2,5,Not Placed,56.1
108,2,Yes,6,5,1,Not Placed,77.1
109,3,Yes,6,7,2,Not Placed,89.5
94,1,No,8,1,1,Not Placed,60.1
90,9,Yes,8,3,0,Not Placed,74.3
119,1,Yes,0,1,4,Placed,80.4
92,4,No,9,8,1,Not Placed,58
104,7,No,4,2,0,Not Placed,88.9
102,2,No,1,6,4,Not Placed,65
121,8,Yes,5,6,5,Not Placed,60.6
114,8,No,1,9,1,Placed,77.9
80,3,No,5,6,4,Not Placed,70.5
82,4,Yes,6,10,1,Not Placed,96
108,7,No,5,6,3,Not Placed,94
99,5,Yes,10,1,1,Not Placed,74.2
93,5,Yes,0,7,1,Not Placed,68
115,2,Yes,3,6,0,Not Placed,66.3
102,6,Yes,2,8,3,Not Placed,63.4
100,4,No,4,1,2,Not Placed,77.2
111,5,No,6,8,4,Placed,90.2
94,5,No,2,8,2,Not Placed,65.5
123,2,No,0,1,2,Not Placed,59.5
88,8,Yes,10,7,3,Not Placed,73.8
109,1,Yes,10,7,3,Not Placed,53.5
121,2,Yes,8,7,3,Placed,85.1
79,7,No,5,3,0,Not Placed,75.9
94,7,No,5,3,0,Not Placed,74.8
117,2,Yes,3,8,4,Placed,65
117,1,No,10,8,3,Placed,95.2
97,10,Yes,0,8,2,Not Placed,54.5
88,1,No,8,3,4,Not Placed,93.5
114,1,No,9,4,0,Not Placed,68.8
117,6,Yes,6,2,1,Not Placed,94
82,10,Yes,9,3,1,Not Placed,86.4
81,7,Yes,6,5,4,Not Placed,55.2
103,2,Yes,10,3,0,Not Placed,91.6
109,6,No,6,4,4,Not Placed,84.1
95,4,No,6,7,0,Not Placed,51.6
110,9,No,7,3,3,Not Placed,56.7
89,8,No,10,1,1,Not Placed,81.8
68,8,Yes,7,1,2,Not Placed,83.1
93,2,No,2,4,3,Not Placed,87.3
100,5,Yes,7,1,2,Not Placed,86
95,2,No,3,6,4,Not Placed,83
82,3,No,6,4,1,Not Placed,88.3
72,8,Yes,4,5,2,Not Placed,78.8
92,5,Yes,3,6,5,Not Placed,63
113,4,Yes,3,2,4,Placed,95.6
118,5,Yes,5,1,0,Not Placed,50.9
117,8,No,1,10,3,Placed,68.3
87,10,Yes,4,2,0,Not Placed,86.4
82,7,Yes,7,6,3,Not Placed,71.4
107,6,Yes,1,10,1,Not Placed,51.2
109,2,No,4,9,2,Not Placed,53.3
106,10,No,6,8,0,Not Placed,82.4
69,5,No,4,10,0,Not Placed,98.2
86,10,Yes,9,1,2,Not Placed,77.6
99,9,No,8,5,2,Not Placed,75.3
107,9,Yes,8,7,4,Not Placed,65.9
111,9,Yes,7,8,3,Placed,62.8
102,3,No,8,7,5,Not Placed,51
104,9,No,1,1,5,Not Placed,63.6
101,9,Yes,2,4,4,Not Placed,72.5
110,5,Yes,3,4,0,Not Placed,59.9
104,6,No,4,9,2,Not Placed,54.4
100,7,No,9,6,1,Not Placed,85.9
95,10,Yes,1,6,0,Not Placed,94.7
101,10,No,10,5,0,Not Placed,96.8
107,10,Yes,9,5,5,Not Placed,80.9
104,6,Yes,3,9,3,Not Placed,52.6
105,5,No,3,2,4,Not Placed,87
120,1,Yes,4,10,5,Placed,55.5
103,4,Yes,5,5,3,Not Placed,83.5
90,8,No,0,1,0,Not Placed,89
113,8,Yes,5,5,2,Placed,86.3
79,6,No,8,4,1,Not Placed,97.6
83,3,Yes,2,4,3,Not Placed,86.9
105,8,Yes,1,4,5,Not Placed,84.7
107,7,Yes,7,3,0,Not Placed,63.1
81,9,No,1,6,5,Not Placed,96.2
94,3,No,7,3,5,Not Placed,59
90,6,Yes,9,6,4,Not Placed,95.2
92,1,No,3,6,3,Not Placed,65.6
114,8,No,8,10,0,Not Placed,56.5
110,2,No,3,2,4,Not Placed,91.3
99,5,Yes,0,9,4,Not Placed,50.1
91,6,Yes,7,10,1,Not Placed,91.6
79,4,No,0,8,2,Not Placed,63.1
121,9,No,4,7,1,Not Placed,94.2
108,3,Yes,6,9,4,Placed,84.6
89,2,No,2,8,3,Placed,83.3
110,3,Yes,5,9,5,Not Placed,68.3
98,5,Yes,10,8,2,Not Placed,53
95,1,Yes,0,3,4,Not Placed,91.5
106,10,No,5,10,2,Not Placed,58.5
88,4,No,4,1,3,Not Placed,68.6
94,1,Yes,1,6,0,Not Placed,80
101,9,No,3,3,0,Not Placed,74.1
92,3,No,10,3,4,Not Placed,59.9
110,2,No,10,6,4,Not Placed,57
128,5,Yes,10,10,1,Not Placed,56.2
88,1,No,6,9,4,Placed,93.2
75,10,No,5,5,0,Not Placed,51.6
69,7,No,10,1,0,Not Placed,98.9
97,9,No,9,10,1,Not Placed,59.9
90,1,No,5,7,5,Not Placed,55.5
103,8,No,8,9,3,Placed,78.8
101,8,No,1,10,2,Not Placed,54
75,7,Yes,0,2,0,Not Placed,80.1
72,10,Yes,1,9,2,Placed,92.5
104,4,No,2,5,4,Not Placed,52.4
102,7,No,8,1,4,Not Placed,90
93,2,Yes,9,4,5,Not Placed,69.7
75,6,Yes,8,8,3,Not Placed,58
107,5,Yes,4,3,5,Not Placed,58.8
119,5,Yes,6,5,2,Placed,95.9
104,8,Yes,2,2,0,Not Placed,55.5
87,1,Yes,9,5,1,Not Placed,93.3
100,8,No,1,9,0,Not Placed,77.2
79,4,Yes,5,3,2,Not Placed,52
115,10,No,5,7,2,Not Placed,73.2
101,6,No,4,6,0,Not Placed,90.9
73,6,No,0,2,0,Not Placed,86.3
95,1,No,9,7,3,Not Placed,74.4
106,8,Yes,1,10,4,Placed,93
95,4,Yes,6,4,5,Not Placed,56
95,9,No,9,6,3,Not Placed,95.5
81,7,Yes,1,7,0,Not Placed,92.3
108,4,No,4,9,0,Not Placed,85.4
90,1,No,10,7,1,Not Placed,90.9
67,9,No,9,3,4,Not Placed,77.2
94,10,No,3,9,5,Placed,83.8
114,6,Yes,9,6,5,Placed,78
94,6,Yes,0,4,1,Not Placed,67.8
126,1,Yes,4,10,4,Placed,78.4
106,5,No,0,5,4,Not Placed,62.9
105,4,No,2,10,2,Not Placed,72
98,1,No,8,1,4,Not Placed,64
98,7,No,6,4,5,Not Placed,56.1
96,4,No,1,3,0,Not Placed,66.1
95,3,Yes,4,6,4,Not Placed,92.6
107,2,No,3,9,3,Not Placed,69.1
85,8,Yes,6,3,2,Not Placed,87.4
83,5,No,3,5,1,Not Placed,58.8
83,10,No,8,2,5,Not Placed,71.2
130,9,Yes,2,9,4,Placed,55.7
107,5,No,5,8,1,Not Placed,56.9
104,10,No,4,10,0,Not Placed,80.9
84,1,Yes,9,4,1,Not Placed,80.4
109,10,No,7,8,4,Not Placed,60.7
98,5,No,10,10,1,Not Placed,73.7
103,5,No,0,4,0,Not Placed,93.2
85,8,No,9,2,4,Not Placed,58.7
102,6,No,1,9,1,Not Placed,51
93,5,No,6,2,1,Not Placed,82.6
88,8,Yes,0,1,0,Not Placed,52.7
111,1,Yes,4,1,3,Placed,99
76,5,No,7,3,3,Not Placed,80.5
108,3,No,9,10,2,Not Placed,73.5
110,5,No,4,7,0,Not Placed,71.5
86,3,No,4,6,3,Not Placed,78.7
87,4,No,8,3,1,Not Placed,54.5
96,9,Yes,10,5,0,Not Placed,96.5
104,2,Yes,10,10,1,Not Placed,81.3
97,10,No,4,6,1,Not Placed,59.2
106,1,No,0,10,2,Placed,78.1
126,4,Yes,2,2,5,Not Placed,56.7
92,8,No,4,3,2,Not Placed,50.9
74,5,No,7,4,4,Not Placed,81.5
112,9,Yes,9,8,5,Placed,82.4
125,10,No,1,1,0,Not Placed,79.2
105,3,No,3,9,3,Not Placed,59.2
83,9,No,3,1,2,Not Placed,80.2
98,1,No,2,3,0,Not Placed,52.8
83,2,Yes,5,3,2,Not Placed,80.5
109,9,No,9,9,3,Placed,77.7
79,9,Yes,1,3,2,Not Placed,82.8
95,10,Yes,2,3,4,Not Placed,94.8
84,5,No,1,2,0,Not Placed,92.5
101,10,Yes,9,4,5,Not Placed,99
94,4,No,7,8,5,Placed,98.8
102,9,No,1,6,0,Not Placed,88.6
100,10,No,4,1,1,Not Placed,97.8
85,2,No,3,5,5,Not Placed,93.4
109,3,Yes,0,10,5,Placed,86.4
99,8,Yes,6,8,4,Not Placed,53.8
85,1,Yes,5,1,2,Not Placed,52.5
133,2,No,9,6,1,Not Placed,91.9
107,5,No,0,7,2,Not Placed,74.5
97,7,Yes,8,5,4,Not Placed,90.7
121,10,No,3,4,1,Not Placed,65.6
127,9,Yes,0,7,3,Not Placed,69.9
97,3,No,7,9,0,Not Placed,85
105,4,Yes,0,4,4,Not Placed,95.8
85,10,Yes,1,3,4,Not Placed,54.4
97,1,Yes,4,10,2,Placed,93.1
97,1,Yes,0,4,3,Not Placed,89.7
102,1,No,0,5,3,Not Placed,65.8
104,4,Yes,5,9,5,Not Placed,67.8
108,9,Yes,10,1,4,Not Placed,52.3
103,8,No,0,9,4,Not Placed,50.8
81,4,No,4,9,0,Not Placed,73.9
85,8,Yes,9,8,3,Not Placed,54.8
91,7,No,10,10,4,Not Placed,59.7
95,6,No,4,8,0,Not Placed,92.3
115,10,No,1,8,2,Placed,78.6
82,2,Yes,10,4,3,Not Placed,81.7
94,3,No,2,7,1,Not Placed,59.4
114,4,Yes,2,2,1,Not Placed,91.4
95,7,No,2,3,4,Not Placed,93.4
106,8,No,2,8,4,Not Placed,76.2
97,8,No,10,4,5,Not Placed,95.6
103,4,Yes,3,10,0,Not Placed,92.2
96,9,No,9,6,4,Not Placed,86.6
110,8,No,0,8,4,Placed,86.7
76,5,Yes,3,8,0,Not Placed,55.3
94,3,No,3,5,1,Not Placed,63.5
104,2,Yes,7,7,0,Not Placed,53.3
108,9,Yes,10,1,5,Not Placed,50.4
122,1,Yes,3,5,5,Not Placed,57.9
94,7,No,4,3,3,Not Placed,94
122,7,Yes,3,4,3,Not Placed,62
90,1,No,4,1,4,Not Placed,98.5
119,7,No,2,1,4,Not Placed,79.9
112,1,No,2,3,5,Not Placed,61.9
86,2,No,7,4,1,Not Placed,74.9
104,9,Yes,0,3,1,Not Placed,61
99,8,Yes,2,2,2,Not Placed,99.2
109,9,Yes,1,7,3,Not Placed,92.4
96,9,No,9,10,3,Not Placed,51.3
95,4,No,10,9,5,Placed,97.4
120,5,Yes,5,3,2,Placed,86.1
98,10,No,7,9,2,Not Placed,54.1
112,7,No,5,8,3,Placed,83.5
96,6,No,3,5,4,Not Placed,82.3
124,9,Yes,2,6,3,Not Placed,60.9
89,2,Yes,3,1,2,Not Placed,87.9
90,8,No,7,6,1,Not Placed,54.4
122,2,No,8,9,0,Not Placed,74.5
93,2,No,7,7,1,Not Placed,50.5
124,3,No,8,9,5,Placed,98.4
113,4,Yes,7,5,1,Not Placed,87.6
97,6,Yes,4,5,2,Not Placed,57.9
72,6,No,4,5,3,Not Placed,67.1
99,2,No,0,6,5,Not Placed,58
101,6,No,7,4,2,Not Placed,88.3
117,8,No,10,10,2,Placed,52.9
123,5,No,1,9,5,Placed,92
89,1,No,5,7,5,Not Placed,97.1
112,8,Yes,5,3,5,Placed,83.8
111,6,Yes,9,10,4,Placed,60.6
116,2,No,3,7,5,Not Placed,68
107,7,No,8,3,4,Not Placed,73.9
70,8,No,2,3,0,Not Placed,80.2
97,2,No,7,4,4,Not Placed,83.4
82,1,Yes,1,2,0,Not Placed,77.7
96,6,Yes,4,8,1,Not Placed,67.6
114,6,Yes,5,1,1,Not Placed,94.5
104,8,No,1,10,2,Not Placed,54.1
117,7,Yes,6,1,1,Not Placed,73.3
105,8,Yes,10,1,4,Not Placed,88.8
80,10,Yes,10,4,4,Not Placed,53
62,10,No,4,1,4,Not Placed,85.3
102,5,No,9,3,3,Not Placed,91
96,2,Yes,3,7,4,Not Placed,83
85,5,Yes,3,3,5,Not Placed,50.6
74,2,No,1,2,2,Not Placed,59
88,9,No,8,10,2,Not Placed,67.1
97,5,No,0,6,1,Not Placed,61.7
109,1,Yes,0,8,0,Not Placed,98.1
102,9,No,3,4,5,Not Placed,82.6
124,10,No,2,4,5,Not Placed,64.8
84,5,No,8,2,5,Not Placed,96.5
113,1,No,6,5,3,Placed,87
100,9,Yes,10,10,0,Not Placed,64.2
110,9,Yes,1,8,3,Not Placed,68.9
93,10,Yes,3,1,5,Not Placed,60
116,10,Yes,4,2,2,Placed,98.6
104,9,No,9,1,2,Not Placed,75.9
89,6,No,3,4,3,Not Placed,94.8
99,10,No,3,7,1,Not Placed,67.3
96,10,No,3,3,4,Not Placed,93
107,2,No,7,8,4,Not Placed,52.7
82,7,No,6,6,0,Not Placed,99.1
99,2,No,3,2,2,Not Placed,95.6
105,4,No,10,9,4,Not Placed,68.2
100,4,Yes,0,9,2,Placed,88.7
120,10,No,5,7,5,Placed,87.6
111,7,Yes,4,10,2,Placed,95.1
99,6,No,10,8,2,Not Placed,65.4
103,10,No,4,10,4,Not Placed,73.3
104,7,No,10,1,4,Not Placed,93.2
106,6,Yes,5,6,5,Not Placed,88.9
72,1,Yes,7,9,4,Not Placed,69.7
95,4,Yes,5,6,3,Not Placed,92.3
77,3,Yes,5,3,4,Not Placed,52.3
119,7,Yes,6,2,2,Placed,89.1
99,7,No,10,8,5,Not Placed,60.3
97,4,No,7,4,2,Not Placed,64.3
113,7,Yes,3,1,5,Not Placed,74.7
106,4,Yes,6,8,0,Not Placed,72.5
83,9,No,7,1,1,Not Placed,76
98,3,No,5,2,3,Not Placed,77.2
94,10,No,8,1,5,Not Placed,66.6
73,2,No,5,8,0,Not Placed,58.8
89,5,Yes,3,3,5,Not Placed,88.4
97,9,No,5,9,3,Not Placed,70
98,3,No,1,7,3,Not Placed,75.3
77,1,Yes,10,6,2,Not Placed,82.2
117,9,No,7,6,2,Placed,95.5
98,5,Yes,10,10,2,Placed,85.4
100,2,No,5,1,2,Not Placed,52.3
106,6,No,3,8,0,Not Placed,91.9
88,3,No,6,10,1,Not Placed,99.5
106,9,Yes,7,3,1,Not Placed,73.6
94,3,Yes,2,3,5,Not Placed,98.5
86,2,No,9,3,0,Not Placed,77.4
108,3,Yes,2,9,1,Not Placed,73
122,6,No,9,5,5,Not Placed,66.6
110,3,No,2,2,4,Not Placed,82.9
113,9,No,2,4,4,Not Placed,61.5
92,9,Yes,1,7,4,Not Placed,55.2
76,9,No,4,10,2,Not Placed,51.4
122,2,No,5,1,4,Not Placed,64.6
130,7,Yes,0,2,5,Not Placed,69.8
123,2,No,5,8,3,Placed,77.6
94,1,No,6,8,3,Not Placed,64.6
82,5,Yes,1,3,5,Not Placed,99.2
84,8,No,0,5,0,Not Placed,64.6
74,3,Yes,6,8,3,Not Placed,72
98,7,No,5,10,5,Not Placed,55.2
124,6,No,2,9,5,Placed,63
97,1,No,1,2,0,Not Placed,52.4
104,7,Yes,1,10,1,Not Placed,78
120,3,No,1,8,3,Placed,87.6
93,4,Yes,7,3,5,Not Placed,59.8
130,10,No,0,9,5,Placed,68.4
129,2,Yes,2,5,3,Not Placed,50.8
98,1,No,7,5,0,Not Placed,92
91,5,No,5,4,3,Not Placed,89
110,6,Yes,6,8,0,Not Placed,53.2
94,2,No,1,1,3,Not Placed,68.2
82,10,No,8,6,5,Not Placed,97.8
119,6,No,6,7,2,Not Placed,69.6
118,6,No,2,8,1,Not Placed,76.3
102,8,Yes,8,4,3,Not Placed,67.8
81,8,Yes,2,9,5,Placed,79.8
81,6,No,9,3,1,Not Placed,98.9
101,7,No,7,8,3,Placed,99.9
92,4,No,6,10,3,Placed,88.7
94,5,Yes,2,10,2,Not Placed,70.2
115,6,No,4,5,4,Not Placed,74.7
110,6,No,6,5,4,Not Placed,67.8
120,3,Yes,2,7,1,Not Placed,99.3
85,9,No,1,5,1,Not Placed,85.4
94,4,Yes,8,7,2,Not Placed,72.4
111,8,No,1,9,0,Not Placed,50.6
106,4,No,2,5,1,Not Placed,76
